model_id,n_features,interaction_order,depth,n_nodes,n_decision_nodes,n_leaves,leaves_times_depth,elapsed_time
DT,14,1,15,2969,1484,1485,22275,0.18900799751281738
DT,14,1,15,2969,1484,1485,22275,0.1840074062347412
DT,14,1,15,2969,1484,1485,22275,0.1860063076019287
DT,14,1,15,2969,1484,1485,22275,0.19900727272033691
DT,14,1,15,2969,1484,1485,22275,0.18800115585327148
DT,14,1,15,2969,1484,1485,22275,0.19200992584228516
DT,14,1,15,2969,1484,1485,22275,0.19600772857666016
DT,14,1,15,2969,1484,1485,22275,0.1891183853149414
DT,14,1,15,2969,1484,1485,22275,0.19000792503356934
DT,14,1,15,2969,1484,1485,22275,0.19000768661499023
DT,14,2,15,2969,1484,1485,22275,0.23200225830078125
DT,14,2,15,2969,1484,1485,22275,0.23099923133850098
DT,14,2,15,2969,1484,1485,22275,0.22524499893188477
DT,14,2,15,2969,1484,1485,22275,0.22600197792053223
DT,14,2,15,2969,1484,1485,22275,0.2270069122314453
DT,14,2,15,2969,1484,1485,22275,0.22420740127563477
DT,14,2,15,2969,1484,1485,22275,0.23400282859802246
DT,14,2,15,2969,1484,1485,22275,0.22200751304626465
DT,14,2,15,2969,1484,1485,22275,0.23199772834777832
DT,14,2,15,2969,1484,1485,22275,0.23200726509094238
DT,14,3,15,2969,1484,1485,22275,0.26900649070739746
DT,14,3,15,2969,1484,1485,22275,0.2592029571533203
DT,14,3,15,2969,1484,1485,22275,0.2670562267303467
DT,14,3,15,2969,1484,1485,22275,0.26099491119384766
DT,14,3,15,2969,1484,1485,22275,0.26599979400634766
DT,14,3,15,2969,1484,1485,22275,0.2649962902069092
DT,14,3,15,2969,1484,1485,22275,0.26999855041503906
DT,14,3,15,2969,1484,1485,22275,0.27599239349365234
DT,14,3,15,2969,1484,1485,22275,0.26300668716430664
DT,14,3,15,2969,1484,1485,22275,0.2640073299407959
DT,14,4,15,2969,1484,1485,22275,0.39499878883361816
DT,14,4,15,2969,1484,1485,22275,0.3953866958618164
DT,14,4,15,2969,1484,1485,22275,0.38206052780151367
DT,14,4,15,2969,1484,1485,22275,0.3879997730255127
DT,14,4,15,2969,1484,1485,22275,0.38499927520751953
DT,14,4,15,2969,1484,1485,22275,0.39299607276916504
DT,14,4,15,2969,1484,1485,22275,0.3910496234893799
DT,14,4,15,2969,1484,1485,22275,0.39099860191345215
DT,14,4,15,2969,1484,1485,22275,0.386993408203125
DT,14,4,15,2969,1484,1485,22275,0.39299964904785156
DT,14,5,15,2969,1484,1485,22275,0.6259925365447998
DT,14,5,15,2969,1484,1485,22275,0.6299958229064941
DT,14,5,15,2969,1484,1485,22275,0.6151916980743408
DT,14,5,15,2969,1484,1485,22275,0.6179957389831543
DT,14,5,15,2969,1484,1485,22275,0.6209955215454102
DT,14,5,15,2969,1484,1485,22275,0.6389932632446289
DT,14,5,15,2969,1484,1485,22275,0.6320075988769531
DT,14,5,15,2969,1484,1485,22275,0.6209993362426758
DT,14,5,15,2969,1484,1485,22275,0.6365723609924316
DT,14,5,15,2969,1484,1485,22275,0.6462104320526123
DT,14,6,15,2969,1484,1485,22275,0.9049923419952393
DT,14,6,15,2969,1484,1485,22275,1.139543056488037
DT,14,6,15,2969,1484,1485,22275,1.0889897346496582
DT,14,6,15,2969,1484,1485,22275,0.9500002861022949
DT,14,6,15,2969,1484,1485,22275,0.9616556167602539
DT,14,6,15,2969,1484,1485,22275,1.011063575744629
DT,14,6,15,2969,1484,1485,22275,1.2910056114196777
DT,14,6,15,2969,1484,1485,22275,1.0100071430206299
DT,14,6,15,2969,1484,1485,22275,1.0380001068115234
DT,14,6,15,2969,1484,1485,22275,1.0269999504089355
DT,14,7,15,2969,1484,1485,22275,1.197000503540039
DT,14,7,15,2969,1484,1485,22275,1.2780001163482666
DT,14,7,15,2969,1484,1485,22275,1.5602290630340576
DT,14,7,15,2969,1484,1485,22275,1.2479987144470215
DT,14,7,15,2969,1484,1485,22275,1.2180547714233398
DT,14,7,15,2969,1484,1485,22275,1.2189915180206299
DT,14,7,15,2969,1484,1485,22275,1.2443809509277344
DT,14,7,15,2969,1484,1485,22275,1.2680542469024658
DT,14,7,15,2969,1484,1485,22275,1.530198335647583
DT,14,7,15,2969,1484,1485,22275,1.2379999160766602
